Id,SalePrice
1773,107735
1774,151290
1775,141296
1776,136404
1777,99423
1778,140039
1779,120174
1780,195793
1781,116746
1782,49348
1783,134667
1784,86162
1785,104110
1786,131412
1787,166580
1788,31001
1789,100527
1790,39366
1791,215493
1792,171639
1793,154176
1794,180063
1795,129789
1796,129829
1797,139770
1798,103407
1799,103915
1800,103531
1801,100379
1802,151634
1803,173313
1804,138595
1805,143962
1806,138410
1807,170291
1808,124399
1809,131347
1810,148497
1811,69815
1812,108250
1813,116541
1814,84524
1815,13683
1816,90496
1817,96525
1818,156538
1819,124651
1820,58021
1821,109997
1822,162129
1823,31794
1824,135834
1825,133766
1826,96316
1827,98906
1828,130286
1829,170405
1830,163218
1831,185373
1832,116420
1833,152312
1834,127226
1835,135624
1836,124873
1837,105005
1838,116051
1839,82076
1840,163453
1841,129090
1842,77347
1843,123389
1844,128971
1845,129408
1846,150807
1847,158481
1848,16934
1849,121849
1850,116397
1851,147548
1852,121537
1853,118842
1854,187310
1855,159529
1856,239230
1857,141397
1858,126431
1859,113340
1860,156393
1861,112325
1862,289361
1863,287802
1864,287817
1865,323481
1866,314648
1867,242299
1868,286365
1869,223787
1870,253012
1871,250058
1872,175699
1873,231091
1874,139145
1875,209901
1876,210354
1877,222365
1878,216716
1879,108180
1880,149049
1881,249486
1882,252457
1883,195939
1884,210462
1885,258573
1886,275906
1887,234037
1888,288597
1889,170708
1890,111493
1891,142336
1892,70262
1893,131381
1894,113836
1895,156273
1896,117793
1897,113218
1898,121268
1899,150128
1900,150890
1901,167392
1902,141220
1903,215293
1904,130417
1905,196698
1906,156455
1907,213502
1908,131966
1909,153345
1910,138264
1911,218590
1912,290324
1913,158720
1914,49016
1915,248044
1916,22623
1917,266226
1918,145312
1919,194932
1920,179027
1921,339655
1922,299025
1923,231582
1924,233908
1925,228564
1926,340114
1927,127065
1928,168071
1929,105524
1930,130517
1931,141793
1932,138500
1933,158115
1934,187750
1935,184238
1936,188436
1937,189560
1938,174417
1939,240905
1940,193973
1941,183300
1942,199339
1943,203949
1944,283083
1945,329594
1946,162628
1947,271444
1948,178995
1949,252187
1950,212805
1951,272302
1952,236216
1953,195046
1954,224876
1955,136410
1956,321415
1957,180203
1958,305598
1959,131695
1960,91243
1961,115653
1962,110074
1963,125726
1964,104224
1965,138096
1966,153053
1967,278388
1968,348568
1969,338331
1970,351730
1971,398525
1972,338668
1973,269849
1974,297433
1975,427292
1976,297524
1977,346418
1978,308121
1979,301693
1980,195153
1981,312092
1982,226950
1983,210870
1984,185066
1985,243031
1986,242488
1987,195873
1988,183266
1989,207867
1990,225566
1991,221274
1992,244729
1993,186441
1994,241452
1995,199967
1996,290037
1997,290639
1998,311887
1999,263529
2000,304927
2001,271777
2002,255051
2003,264532
2004,283503
2005,226418
2006,215770
2007,264972
2008,222494
2009,195833
2010,212137
2011,169837
2012,182032
2013,174124
2014,191239
2015,205026
2016,193795
2017,205888
2018,109399
2019,129156
2020,78056
2021,90268
2022,192515
2023,134102
2024,271804
2025,336777
2026,181809
2027,151832
2028,167408
2029,168875
2030,262150
2031,249629
2032,236659
2033,255883
2034,175066
2035,238338
2036,224567
2037,227378
2038,293486
2039,211046
2040,347871
2041,272699
2042,212912
2043,173508
2044,194372
2045,212700
2046,132200
2047,137175
2048,138677
2049,122489
2050,183888
2051,108220
2052,133800
2053,140868
2054,68466
2055,161778
2056,144911
2057,101962
2058,220686
2059,132538
2060,190474
2061,202108
2062,113614
2063,104036
2064,132441
2065,122328
2066,191303
2067,118057
2068,130525
2069,71513
2070,97514
2071,70347
2072,159172
2073,135736
2074,195954
2075,149368
2076,126644
2077,129040
2078,104769
2079,143636
2080,124641
2081,114699
2082,118289
2083,141909
2084,95125
2085,104714
2086,148678
2087,134515
2088,106676
2089,64197
2090,120060
2091,83200
2092,150757
2093,130037
2094,148628
2095,132559
2096,79814
2097,101258
2098,151472
2099,14133
2100,61093
2101,102549
2102,148899
2103,89552
2104,135960
2105,139758
2106,28325
2107,213842
2108,122043
2109,98409
2110,124151
2111,174202
2112,126623
2113,113788
2114,122567
2115,156308
2116,122799
2117,144957
2118,124611
2119,108554
2120,112920
2121,70276
2122,87515
2123,102794
2124,187734
2125,135370
2126,148193
2127,182931
2128,138422
2129,122061
2130,129791
2131,164242
2132,130827
2133,139786
2134,127986
2135,117565
2136,31139
2137,105929
2138,134842
2139,158312
2140,136393
2141,157086
2142,116973
2143,138360
2144,99760
2145,135703
2146,189246
2147,153496
2148,166246
2149,141087
2150,230300
2151,133405
2152,181757
2153,184949
2154,113404
2155,152609
2156,263756
2157,249977
2158,232447
2159,219989
2160,186301
2161,258935
2162,368225
2163,323096
2164,253214
2165,209307
2166,153400
2167,221723
2168,199502
2169,200116
2170,221706
2171,156924
2172,136951
2173,189769
2174,240391
2175,300063
2176,290108
2177,236093
2178,232724
2179,153189
2180,244226
2181,198178
2182,233536
2183,193241
2184,126689
2185,124729
2186,166253
2187,163082
2188,166608
2189,284810
2190,72566
2191,74573
2192,66946
2193,119065
2194,115643
2195,93106
2196,76165
2197,97189
2198,182159
2199,192928
2200,147237
2201,143944
2202,204359
2203,125181
2204,147372
2205,102960
2206,146023
2207,207568
2208,253559
2209,196983
2210,134076
2211,134264
2212,120212
2213,104944
2214,132773
2215,97673
2216,143583
2217,22880
2218,79394
2219,75550
2220,48800
2221,248391
2222,236683
2223,290036
2224,238296
2225,123822
2226,188995
2227,223152
2228,273784
2229,240348
2230,145010
2231,212912
2232,200670
2233,191334
2234,251934
2235,213695
2236,260219
2237,313198
2238,250077
2239,139653
2240,166013
2241,146918
2242,116946
2243,108884
2244,86577
2245,82313
2246,136212
2247,140837
2248,119650
2249,111612
2250,131244
2251,103278
2252,204565
2253,162250
2254,184978
2255,209962
2256,188038
2257,201453
2258,178721
2259,187291
2260,172768
2261,196909
2262,210509
2263,316434
2264,382746
2265,169889
2266,258981
2267,346193
2268,354873
2269,168309
2270,209067
2271,235965
2272,241562
2273,177462
2274,205350
2275,182065
2276,190880
2277,202119
2278,170276
2279,100247
2280,96114
2281,165147
2282,181293
2283,122079
2284,103363
2285,146699
2286,115809
2287,314928
2288,264004
2289,317098
2290,359615
2291,301487
2292,372563
2293,372815
2294,332487
2295,402304
2296,253839
2297,292536
2298,297883
2299,324921
2300,307156
2301,279766
2302,257200
2303,254102
2304,246787
2305,192974
2306,194629
2307,199030
2308,223060
2309,268741
2310,209197
2311,217054
2312,183695
2313,177518
2314,188916
2315,180129
2316,209649
2317,194540
2318,172569
2319,192221
2320,191607
2321,261446
2322,202636
2323,192551
2324,200829
2325,208420
2326,186353
2327,210416
2328,224447
2329,199539
2330,195238
2331,320642
2332,352756
2333,308686
2334,258996
2335,271842
2336,305893
2337,193664
2338,271808
2339,240415
2340,368975
2341,210218
2342,248123
2343,233688
2344,238783
2345,246015
2346,209110
2347,191104
2348,237121
2349,170489
2350,275971
2351,237148
2352,266302
2353,256563
2354,151122
2355,165774
2356,158554
2357,208360
2358,194392
2359,129571
2360,117572
2361,145511
2362,276587
2363,149410
2364,194568
2365,226181
2366,194277
2367,216862
2368,199847
2369,207105
2370,174347
2371,150693
2372,187979
2373,275901
2374,290841
2375,235515
2376,301055
2377,319386
2378,162285
2379,239316
2380,155362
2381,186577
2382,236577
2383,227154
2384,258739
2385,180193
2386,140318
2387,123147
2388,114486
2389,133239
2390,153411
2391,134273
2392,96664
2393,187961
2394,137834
2395,211549
2396,151568
2397,226957
2398,132807
2399,41697
2400,50125
2401,115231
2402,145216
2403,141435
2404,142448
2405,171830
2406,142816
2407,119539
2408,151199
2409,111424
2410,200168
2411,111185
2412,148646
2413,114043
2414,133756
2415,127524
2416,141402
2417,124834
2418,120785
2419,97646
2420,112289
2421,137011
2422,106031
2423,121440
2424,147201
2425,234219
2426,153143
2427,128047
2428,190481
2429,100583
2430,135947
2431,100610
2432,128399
2433,132716
2434,126262
2435,145021
2436,94958
2437,97846
2438,102876
2439,115918
2440,134089
2441,103276
2442,97827
2443,142910
2444,134632
2445,63427
2446,120658
2447,209939
2448,138672
2449,114220
2450,168708
2451,113349
2452,218494
2453,78339
2454,119991
2455,141269
2456,129975
2457,117096
2458,120623
2459,93779
2460,153639
2461,114826
2462,124021
2463,135720
2464,175248
2465,143367
2466,104566
2467,167044
2468,81391
2469,82043
2470,203782
2471,221959
2472,179798
2473,97544
2474,65250
2475,248566
2476,92475
2477,88790
2478,166174
2479,99693
2480,133378
2481,121981
2482,118642
2483,94228
2484,141505
2485,120652
2486,138638
2487,213915
2488,178859
2489,162273
2490,145968
2491,87539
2492,197371
2493,149917
2494,160509
2495,85115
2496,239219
2497,155771
2498,92454
2499,66518
2500,112052
2501,126482
2502,140521
2503,76361
2504,184174
2505,231147
2506,265999
2507,283704
2508,266122
2509,235071
2510,233952
2511,196718
2512,210190
2513,241951
2514,279818
2515,137620
2516,179419
2517,135025
2518,142455
2519,220994
2520,229313
2521,199291
2522,236505
2523,117172
2524,131509
2525,139165
2526,124322
2527,101149
2528,117736
2529,128775
2530,117114
2531,253291
2532,230967
2533,216852
2534,249474
2535,284519
2536,250987
2537,252834
2538,190454
2539,205617
2540,177031
2541,197170
2542,153119
2543,122964
2544,109630
2545,144389
2546,157598
2547,162162
2548,156226
2549,160784
2550,640396
2551,141292
2552,122022
2553,66530
2554,97726
2555,124384
2556,74603
2557,101832
2558,173601
2559,108456
2560,157336
2561,152857
2562,131775
2563,136952
2564,199219
2565,149737
2566,114585
2567,103324
2568,193609
2569,197138
2570,133452
2571,155175
2572,188576
2573,236849
2574,277745
2575,139931
2576,138549
2577,149294
2578,86616
2579,18330
2580,108111
2581,124542
2582,126907
2583,263904
2584,182611
2585,194192
2586,235563
2587,220440
2588,142724
2589,164198
2590,225328
2591,262445
2592,217761
2593,241093
2594,195794
2595,220403
2596,323407
2597,192226
2598,264865
2599,319366
2600,200558
2601,158221
2602,51043
2603,66066
2604,78448
2605,50299
2606,151630
2607,226792
2608,215747
2609,172505
2610,117001
2611,127080
2612,163489
2613,131062
2614,110498
2615,175478
2616,171460
2617,202584
2618,236048
2619,236441
2620,196682
2621,183192
2622,194595
2623,238882
2624,293447
2625,258742
2626,185706
2627,182321
2628,381772
2629,384775
2630,319703
2631,390139
2632,346367
2633,278942
2634,349708
2635,172862
2636,209175
2637,195663
2638,256159
2639,209824
2640,172963
2641,85433
2642,183066
2643,126024
2644,131949
2645,114157
2646,108928
2647,120464
2648,150583
2649,144184
2650,146327
2651,140392
2652,347275
2653,263849
2654,237039
2655,350280
2656,308111
2657,307510
2658,263873
2659,283272
2660,306070
2661,321984
2662,333433
2663,291573
2664,259953
2665,326327
2666,274851
2667,181036
2668,196621
2669,176612
2670,282601
2671,198641
2672,201922
2673,210641
2674,223133
2675,173794
2676,202685
2677,212746
2678,258762
2679,279885
2680,287768
2681,365732
2682,311488
2683,425198
2684,307394
2685,329112
2686,253940
2687,284575
2688,228792
2689,210667
2690,363712
2691,184271
2692,148289
2693,202057
2694,154608
2695,214052
2696,200090
2697,191151
2698,215609
2699,175467
2700,151156
2701,157622
2702,119794
2703,151238
2704,158158
2705,99510
2706,99756
2707,136775
2708,109827
2709,116881
2710,114113
2711,297805
2712,352957
2713,175950
2714,150487
2715,167008
2716,145482
2717,182736
2718,222402
2719,147536
2720,220916
2721,137012
2722,175388
2723,177067
2724,107936
2725,124157
2726,126850
2727,169244
2728,188759
2729,134646
2730,139289
2731,133044
2732,116603
2733,176062
2734,159939
2735,132106
2736,140171
2737,109721
2738,125415
2739,164085
2740,158976
2741,124600
2742,184218
2743,146809
2744,159396
2745,157421
2746,122736
2747,177498
2748,114961
2749,131558
2750,115289
2751,126523
2752,236616
2753,162786
2754,234466
2755,138672
2756,62324
2757,48458
2758,74119
2759,164435
2760,108648
2761,143249
2762,141317
2763,229157
2764,189882
2765,295567
2766,109859
2767,49734
2768,115007
2769,116974
2770,173727
2771,94935
2772,101698
2773,146867
2774,144376
2775,112378
2776,155201
2777,161217
2778,138875
2779,88496
2780,108439
2781,91058
2782,76676
2783,78185
2784,99157
2785,119432
2786,38078
2787,119030
2788,40330
2789,186017
2790,108615
2791,106250
2792,49244
2793,177735
2794,63317
2795,113121
2796,79761
2797,208257
2798,122585
2799,107756
2800,76659
2801,110178
2802,129531
2803,160956
2804,144803
2805,103790
2806,69202
2807,171146
2808,155374
2809,120066
2810,124551
2811,179648
2812,174080
2813,139534
2814,142282
2815,91475
2816,245932
2817,155728
2818,126816
2819,186052
2820,128457
2821,106727
2822,208919
2823,289166
2824,166971
2825,170728
2826,124486
2827,124381
2828,237854
2829,241245
2830,231339
2831,199865
2832,236395
2833,280064
2834,216603
2835,221996
2836,209939
2837,182674
2838,136745
2839,182257
2840,204354
2841,209552
2842,231591
2843,152046
2844,187810
2845,108880
2846,216280
2847,211282
2848,243092
2849,204420
2850,298548
2851,227152
2852,255700
2853,233087
2854,157335
2855,216154
2856,203205
2857,194893
2858,212456
2859,118069
2860,140348
2861,136990
2862,218990
2863,153497
2864,246268
2865,142394
2866,184152
2867,68281
2868,124069
2869,99446
2870,132400
2871,86982
2872,663
2873,84765
2874,133077
2875,114378
2876,185027
2877,131333
2878,152157
2879,125083
2880,84781
2881,134306
2882,155148
2883,189988
2884,212496
2885,174761
2886,221239
2887,113105
2888,142660
2889,52561
2890,56324
2891,140849
2892,51677
2893,84026
2894,54216
2895,278958
2896,255383
2897,204136
2898,161641
2899,222940
2900,170313
2901,226050
2902,199323
2903,308974
2904,328200
2905,41582
2906,249131
2907,93185
2908,116570
2909,150076
2910,69383
2911,51035
2912,154858
2913,56834
2914,64088
2915,74331
2916,60420
2917,176870
2918,115375
2919,257708
